MWG;NWG;KWG;MDIMC;NDIMC;MDIMA;NDIMB;KWI;VWM;VWN;STRM;STRN;SA;SB;Run1 (ms)
16;16;16;8;16;16;8;8;1;1;0;0;0;1;118,21
16;16;16;8;16;16;8;8;1;1;0;0;1;0;85,63
16;16;16;8;16;16;8;8;1;1;0;0;1;1;84,57
16;16;16;8;16;16;8;8;1;1;0;1;0;0;135,57
16;16;16;8;16;16;8;8;1;1;0;1;0;1;119,73
16;16;16;8;16;16;8;8;1;1;0;1;1;0;87,74
16;16;16;8;16;16;8;8;1;1;0;1;1;1;86,86
16;16;16;8;16;16;8;8;1;1;1;0;0;0;140,73
16;16;16;8;16;16;8;8;1;1;1;0;0;1;124,39
16;16;16;8;16;16;8;8;1;1;1;0;1;0;87,14
16;16;16;8;16;16;8;8;1;1;1;0;1;1;84,81
16;16;16;8;16;16;8;8;1;1;1;1;0;0;140,91
16;16;16;8;16;16;8;8;1;1;1;1;0;1;126,13
16;16;16;8;16;16;8;8;1;1;1;1;1;0;87,15
16;16;16;8;16;16;8;8;1;1;1;1;1;1;88,19
16;16;16;8;16;16;16;2;1;1;0;0;0;0;131,26
16;16;16;8;16;16;16;2;1;1;0;0;0;1;110,71
16;16;16;8;16;16;16;2;1;1;0;0;1;0;85,65
16;16;16;8;16;16;16;2;1;1;0;0;1;1;76,73
16;16;16;8;16;16;16;2;1;1;0;1;0;0;130,99
16;16;16;8;16;16;16;2;1;1;0;1;0;1;110,63
16;16;16;8;16;16;16;2;1;1;0;1;1;0;87,67
16;16;16;8;16;16;16;2;1;1;0;1;1;1;75,71
16;16;16;8;16;16;16;2;1;1;1;0;0;0;138,86
16;16;16;8;16;16;16;2;1;1;1;0;0;1;117
16;16;16;8;16;16;16;2;1;1;1;0;1;0;87,2
16;16;16;8;16;16;16;2;1;1;1;0;1;1;76,89
16;16;16;8;16;16;16;2;1;1;1;1;0;0;138,92
16;16;16;8;16;16;16;2;1;1;1;1;0;1;116,96
16;16;16;8;16;16;16;2;1;1;1;1;1;0;87,12
16;16;16;8;16;16;16;2;1;1;1;1;1;1;76,88
16;16;16;8;16;16;16;8;1;1;0;0;0;0;135,54
16;16;16;8;16;16;16;8;1;1;0;0;0;1;110,63
16;16;16;8;16;16;16;8;1;1;0;0;1;0;85,65
16;16;16;8;16;16;16;8;1;1;0;0;1;1;76,71
16;16;16;8;16;16;16;8;1;1;0;1;0;0;135,47
16;16;16;8;16;16;16;8;1;1;0;1;0;1;110,69
16;16;16;8;16;16;16;8;1;1;0;1;1;0;87,65
16;16;16;8;16;16;16;8;1;1;0;1;1;1;76,73
16;16;16;8;16;16;16;8;1;1;1;0;0;0;141,05
16;16;16;8;16;16;16;8;1;1;1;0;0;1;116,97
16;16;16;8;16;16;16;8;1;1;1;0;1;0;87,12
16;16;16;8;16;16;16;8;1;1;1;0;1;1;76,9
16;16;16;8;16;16;16;8;1;1;1;1;0;0;141,05
16;16;16;8;16;16;16;8;1;1;1;1;0;1;117,01
16;16;16;8;16;16;16;8;1;1;1;1;1;0;87,17
16;16;16;8;16;16;16;8;1;1;1;1;1;1;76,87
16;16;16;16;8;8;8;2;1;1;0;0;0;0;133,73
16;16;16;16;8;8;8;2;1;1;0;0;0;1;93,86
16;16;16;16;8;8;8;2;1;1;0;0;1;0;118,02
16;16;16;16;8;8;8;2;1;1;0;0;1;1;93,5
16;16;16;16;8;8;8;2;1;1;0;1;0;0;131,21
16;16;16;16;8;8;8;2;1;1;0;1;0;1;94,79
16;16;16;16;8;8;8;2;1;1;0;1;1;0;120,97
16;16;16;16;8;8;8;2;1;1;0;1;1;1;96,56
16;16;16;16;8;8;8;2;1;1;1;0;0;0;133,62
16;16;16;16;8;8;8;2;1;1;1;0;0;1;93,86
16;16;16;16;8;8;8;2;1;1;1;0;1;0;121,17
16;16;16;16;8;8;8;2;1;1;1;0;1;1;94,78
16;16;16;16;8;8;8;2;1;1;1;1;0;0;131,12
16;16;16;16;8;8;8;2;1;1;1;1;0;1;96,38
16;16;16;16;8;8;8;2;1;1;1;1;1;0;123,12
16;16;16;16;8;8;8;2;1;1;1;1;1;1;103,28
16;16;16;16;8;8;8;2;1;2;0;0;0;0;110,05
16;16;16;16;8;8;8;2;1;2;0;0;0;1;67,8
16;16;16;16;8;8;8;2;1;2;0;0;1;0;97,24
16;16;16;16;8;8;8;2;1;2;0;0;1;1;68,81
16;16;16;16;8;8;8;2;1;2;0;1;0;0;109,96
16;16;16;16;8;8;8;2;1;2;0;1;0;1;67,69
16;16;16;16;8;8;8;2;1;2;0;1;1;0;94,94
16;16;16;16;8;8;8;2;1;2;0;1;1;1;68,83
16;16;16;16;8;8;8;2;1;2;1;0;0;0;110,05
16;16;16;16;8;8;8;2;1;2;1;0;0;1;67,72
16;16;16;16;8;8;8;2;1;2;1;0;1;0;98,56
16;16;16;16;8;8;8;2;1;2;1;0;1;1;77,83
16;16;16;16;8;8;8;2;1;2;1;1;0;0;110
16;16;16;16;8;8;8;2;1;2;1;1;0;1;67,8
16;16;16;16;8;8;8;2;1;2;1;1;1;0;97,06
16;16;16;16;8;8;8;2;1;2;1;1;1;1;77,96
16;16;16;16;8;8;8;8;1;1;0;0;0;0;141,01
16;16;16;16;8;8;8;8;1;1;0;0;0;1;93,87
16;16;16;16;8;8;8;8;1;1;0;0;1;0;119,09
16;16;16;16;8;8;8;8;1;1;0;0;1;1;93,49
16;16;16;16;8;8;8;8;1;1;0;1;0;0;141,69
16;16;16;16;8;8;8;8;1;1;0;1;0;1;94,89
16;16;16;16;8;8;8;8;1;1;0;1;1;0;120,99
16;16;16;16;8;8;8;8;1;1;0;1;1;1;96,57
16;16;16;16;8;8;8;8;1;1;1;0;0;0;140,84
16;16;16;16;8;8;8;8;1;1;1;0;0;1;93,93
16;16;16;16;8;8;8;8;1;1;1;0;1;0;121,26
16;16;16;16;8;8;8;8;1;1;1;0;1;1;94,79
16;16;16;16;8;8;8;8;1;1;1;1;0;0;142,53
16;16;16;16;8;8;8;8;1;1;1;1;0;1;96,36
16;16;16;16;8;8;8;8;1;1;1;1;1;0;123,05
16;16;16;16;8;8;8;8;1;1;1;1;1;1;103,47
16;16;16;16;8;8;8;8;1;2;0;0;0;0;111,34
16;16;16;16;8;8;8;8;1;2;0;0;0;1;67,78
16;16;16;16;8;8;8;8;1;2;0;0;1;0;94,02
16;16;16;16;8;8;8;8;1;2;0;0;1;1;68,79
16;16;16;16;8;8;8;8;1;2;0;1;0;0;111,35
16;16;16;16;8;8;8;8;1;2;0;1;0;1;67,78
16;16;16;16;8;8;8;8;1;2;0;1;1;0;94,79
16;16;16;16;8;8;8;8;1;2;0;1;1;1;68,8
16;16;16;16;8;8;8;8;1;2;1;0;0;0;111,3
16;16;16;16;8;8;8;8;1;2;1;0;0;1;67,81
16;16;16;16;8;8;8;8;1;2;1;0;1;0;97,55
16;16;16;16;8;8;8;8;1;2;1;0;1;1;77,8
16;16;16;16;8;8;8;8;1;2;1;1;0;0;111,37
16;16;16;16;8;8;8;8;1;2;1;1;0;1;67,68
16;16;16;16;8;8;8;8;1;2;1;1;1;0;97,08
16;16;16;16;8;8;8;8;1;2;1;1;1;1;78,06
16;16;16;16;8;8;16;2;1;1;0;0;0;0;133,82
16;16;16;16;8;8;16;2;1;1;0;0;0;1;84,64
16;16;16;16;8;8;16;2;1;1;0;0;1;0;119,07
16;16;16;16;8;8;16;2;1;1;0;0;1;1;85,03
16;16;16;16;8;8;16;2;1;1;0;1;0;0;131,09
16;16;16;16;8;8;16;2;1;1;0;1;0;1;86,16
16;16;16;16;8;8;16;2;1;1;0;1;1;0;121,08
16;16;16;16;8;8;16;2;1;1;0;1;1;1;84,73
16;16;16;16;8;8;16;2;1;1;1;0;0;0;133,3
16;16;16;16;8;8;16;2;1;1;1;0;0;1;86,87
16;16;16;16;8;8;16;2;1;1;1;0;1;0;121,15
16;16;16;16;8;8;16;2;1;1;1;0;1;1;86,99
16;16;16;16;8;8;16;2;1;1;1;1;0;0;131
16;16;16;16;8;8;16;2;1;1;1;1;0;1;87,3
16;16;16;16;8;8;16;2;1;1;1;1;1;0;123,02
16;16;16;16;8;8;16;2;1;1;1;1;1;1;87,65
16;16;16;16;8;8;16;8;1;1;0;0;0;0;140,52
16;16;16;16;8;8;16;8;1;1;0;0;0;1;84,63
16;16;16;16;8;8;16;8;1;1;0;0;1;0;118,96
16;16;16;16;8;8;16;8;1;1;0;0;1;1;85,04
16;16;16;16;8;8;16;8;1;1;0;1;0;0;142,65
16;16;16;16;8;8;16;8;1;1;0;1;0;1;86,13
16;16;16;16;8;8;16;8;1;1;0;1;1;0;120,83
16;16;16;16;8;8;16;8;1;1;0;1;1;1;84,76
16;16;16;16;8;8;16;8;1;1;1;0;0;0;140,29
16;16;16;16;8;8;16;8;1;1;1;0;0;1;86,82
16;16;16;16;8;8;16;8;1;1;1;0;1;0;121,25
16;16;16;16;8;8;16;8;1;1;1;0;1;1;86,96
16;16;16;16;8;8;16;8;1;1;1;1;0;0;142,93
16;16;16;16;8;8;16;8;1;1;1;1;0;1;87,27
16;16;16;16;8;8;16;8;1;1;1;1;1;0;123,12
16;16;16;16;8;8;16;8;1;1;1;1;1;1;87,6
16;16;16;16;8;16;8;2;1;1;0;0;0;0;133,81
16;16;16;16;8;16;8;2;1;1;0;0;0;1;93,89
16;16;16;16;8;16;8;2;1;1;0;0;1;0;110,93
16;16;16;16;8;16;8;2;1;1;0;0;1;1;84,33
16;16;16;16;8;16;8;2;1;1;0;1;0;0;131,17
16;16;16;16;8;16;8;2;1;1;0;1;0;1;94,75
16;16;16;16;8;16;8;2;1;1;0;1;1;0;112,89
16;16;16;16;8;16;8;2;1;1;0;1;1;1;90,02
16;16;16;16;8;16;8;2;1;1;1;0;0;0;133,4
16;16;16;16;8;16;8;2;1;1;1;0;0;1;93,85
16;16;16;16;8;16;8;2;1;1;1;0;1;0;111,07
16;16;16;16;8;16;8;2;1;1;1;0;1;1;84,28
16;16;16;16;8;16;8;2;1;1;1;1;0;0;131,26
16;16;16;16;8;16;8;2;1;1;1;1;0;1;96,38
16;16;16;16;8;16;8;2;1;1;1;1;1;0;112,94
16;16;16;16;8;16;8;2;1;1;1;1;1;1;89,99
16;16;16;16;8;16;8;2;1;2;0;0;0;0;109,97
16;16;16;16;8;16;8;2;1;2;0;0;0;1;67,8
16;16;16;16;8;16;8;2;1;2;0;0;1;0;90,77
16;16;16;16;8;16;8;2;1;2;0;0;1;1;61,05
16;16;16;16;8;16;8;2;1;2;0;1;0;0;109,85
16;16;16;16;8;16;8;2;1;2;0;1;0;1;67,65
16;16;16;16;8;16;8;2;1;2;0;1;1;0;88,02
16;16;16;16;8;16;8;2;1;2;0;1;1;1;61,02
16;16;16;16;8;16;8;2;1;2;1;0;0;0;110,07
16;16;16;16;8;16;8;2;1;2;1;0;0;1;67,74
16;16;16;16;8;16;8;2;1;2;1;0;1;0;90,79
16;16;16;16;8;16;8;2;1;2;1;0;1;1;60,99
16;16;16;16;8;16;8;2;1;2;1;1;0;0;110,06
16;16;16;16;8;16;8;2;1;2;1;1;0;1;67,7
16;16;16;16;8;16;8;2;1;2;1;1;1;0;88,01
16;16;16;16;8;16;8;2;1;2;1;1;1;1;61,02
16;16;16;16;8;16;8;8;1;1;0;0;0;0;140,6
16;16;16;16;8;16;8;8;1;1;0;0;0;1;93,85
16;16;16;16;8;16;8;8;1;1;0;0;1;0;111,12
16;16;16;16;8;16;8;8;1;1;0;0;1;1;84,27
16;16;16;16;8;16;8;8;1;1;0;1;0;0;142,68
16;16;16;16;8;16;8;8;1;1;0;1;0;1;94,77
16;16;16;16;8;16;8;8;1;1;0;1;1;0;112,8
16;16;16;16;8;16;8;8;1;1;0;1;1;1;90,09
16;16;16;16;8;16;8;8;1;1;1;0;0;0;140,5
16;16;16;16;8;16;8;8;1;1;1;0;0;1;93,89
16;16;16;16;8;16;8;8;1;1;1;0;1;0;111,25
16;16;16;16;8;16;8;8;1;1;1;0;1;1;84,27
16;16;16;16;8;16;8;8;1;1;1;1;0;0;142,43
16;16;16;16;8;16;8;8;1;1;1;1;0;1;96,34
16;16;16;16;8;16;8;8;1;1;1;1;1;0;112,68
16;16;16;16;8;16;8;8;1;1;1;1;1;1;90,06
16;16;16;16;8;16;8;8;1;2;0;0;0;0;111,31
16;16;16;16;8;16;8;8;1;2;0;0;0;1;67,78
16;16;16;16;8;16;8;8;1;2;0;0;1;0;87,53
16;16;16;16;8;16;8;8;1;2;0;0;1;1;60,99
16;16;16;16;8;16;8;8;1;2;0;1;0;0;111,48
16;16;16;16;8;16;8;8;1;2;0;1;0;1;67,69
16;16;16;16;8;16;8;8;1;2;0;1;1;0;88,05
16;16;16;16;8;16;8;8;1;2;0;1;1;1;61,05
16;16;16;16;8;16;8;8;1;2;1;0;0;0;111,38
16;16;16;16;8;16;8;8;1;2;1;0;0;1;67,74
16;16;16;16;8;16;8;8;1;2;1;0;1;0;87,57
16;16;16;16;8;16;8;8;1;2;1;0;1;1;60,92
16;16;16;16;8;16;8;8;1;2;1;1;0;0;111,59
16;16;16;16;8;16;8;8;1;2;1;1;0;1;67,73
16;16;16;16;8;16;8;8;1;2;1;1;1;0;87,98
16;16;16;16;8;16;8;8;1;2;1;1;1;1;61,02
16;16;16;16;8;16;16;2;1;1;0;0;0;0;133,4
16;16;16;16;8;16;16;2;1;1;0;0;0;1;84,63
16;16;16;16;8;16;16;2;1;1;0;0;1;0;111
16;16;16;16;8;16;16;2;1;1;0;0;1;1;76,68
16;16;16;16;8;16;16;2;1;1;0;1;0;0;131,04
16;16;16;16;8;16;16;2;1;1;0;1;0;1;86,1
16;16;16;16;8;16;16;2;1;1;0;1;1;0;112,78
16;16;16;16;8;16;16;2;1;1;0;1;1;1;76,75
16;16;16;16;8;16;16;2;1;1;1;0;0;0;133,51
16;16;16;16;8;16;16;2;1;1;1;0;0;1;86,82
16;16;16;16;8;16;16;2;1;1;1;0;1;0;110,96
16;16;16;16;8;16;16;2;1;1;1;0;1;1;76,63
16;16;16;16;8;16;16;2;1;1;1;1;0;0;131,14
16;16;16;16;8;16;16;2;1;1;1;1;0;1;87,28
16;16;16;16;8;16;16;2;1;1;1;1;1;0;112,92
16;16;16;16;8;16;16;2;1;1;1;1;1;1;76,74
16;16;16;16;8;16;16;8;1;1;0;0;0;0;140,88
16;16;16;16;8;16;16;8;1;1;0;0;0;1;84,66
16;16;16;16;8;16;16;8;1;1;0;0;1;0;111,08
16;16;16;16;8;16;16;8;1;1;0;0;1;1;76,63
16;16;16;16;8;16;16;8;1;1;0;1;0;0;142,81
16;16;16;16;8;16;16;8;1;1;0;1;0;1;86,12
16;16;16;16;8;16;16;8;1;1;0;1;1;0;112,86
16;16;16;16;8;16;16;8;1;1;0;1;1;1;76,75
16;16;16;16;8;16;16;8;1;1;1;0;0;0;140,62
16;16;16;16;8;16;16;8;1;1;1;0;0;1;86,82
16;16;16;16;8;16;16;8;1;1;1;0;1;0;111
16;16;16;16;8;16;16;8;1;1;1;0;1;1;76,63
16;16;16;16;8;16;16;8;1;1;1;1;0;0;142,86
16;16;16;16;8;16;16;8;1;1;1;1;0;1;87,25
16;16;16;16;8;16;16;8;1;1;1;1;1;0;112,73
16;16;16;16;8;16;16;8;1;1;1;1;1;1;76,75
16;16;16;16;16;16;16;2;1;1;0;0;0;0;163,44
16;16;16;16;16;16;16;2;1;1;0;0;0;1;124,92
16;16;16;16;16;16;16;2;1;1;0;0;1;0;123,95
16;16;16;16;16;16;16;2;1;1;0;0;1;1;91,3
16;16;16;16;16;16;16;2;1;1;0;1;0;0;163,56
16;16;16;16;16;16;16;2;1;1;0;1;0;1;124,9
16;16;16;16;16;16;16;2;1;1;0;1;1;0;124,02
16;16;16;16;16;16;16;2;1;1;0;1;1;1;91,34
16;16;16;16;16;16;16;2;1;1;1;0;0;0;163,7
16;16;16;16;16;16;16;2;1;1;1;0;0;1;124,78
16;16;16;16;16;16;16;2;1;1;1;0;1;0;123,94
16;16;16;16;16;16;16;2;1;1;1;0;1;1;91,33
16;16;16;16;16;16;16;2;1;1;1;1;0;0;163,54
16;16;16;16;16;16;16;2;1;1;1;1;0;1;124,75
16;16;16;16;16;16;16;2;1;1;1;1;1;0;123,99
16;16;16;16;16;16;16;2;1;1;1;1;1;1;91,33
16;16;16;16;16;16;16;8;1;1;0;0;0;0;167,48
16;16;16;16;16;16;16;8;1;1;0;0;0;1;124,87
16;16;16;16;16;16;16;8;1;1;0;0;1;0;124
16;16;16;16;16;16;16;8;1;1;0;0;1;1;91,32
16;16;16;16;16;16;16;8;1;1;0;1;0;0;167,64
16;16;16;16;16;16;16;8;1;1;0;1;0;1;124,89
16;16;16;16;16;16;16;8;1;1;0;1;1;0;124,01
16;16;16;16;16;16;16;8;1;1;0;1;1;1;91,31
16;16;16;16;16;16;16;8;1;1;1;0;0;0;167,68
16;16;16;16;16;16;16;8;1;1;1;0;0;1;124,79
16;16;16;16;16;16;16;8;1;1;1;0;1;0;123,99
16;16;16;16;16;16;16;8;1;1;1;0;1;1;91,3
16;16;16;16;16;16;16;8;1;1;1;1;0;0;167,65
16;16;16;16;16;16;16;8;1;1;1;1;0;1;124,81
16;16;16;16;16;16;16;8;1;1;1;1;1;0;124,08
16;16;16;16;16;16;16;8;1;1;1;1;1;1;91,39
16;16;32;8;8;8;8;2;1;1;0;0;0;0;109,62
16;16;32;8;8;8;8;2;1;1;0;0;0;1;81,59
16;16;32;8;8;8;8;2;1;1;0;0;1;0;83,93
16;16;32;8;8;8;8;2;1;1;0;0;1;1;89,78
16;16;32;8;8;8;8;2;1;1;0;1;0;0;114,51
16;16;32;8;8;8;8;2;1;1;0;1;0;1;89,89
16;16;32;8;8;8;8;2;1;1;0;1;1;0;85,12
16;16;32;8;8;8;8;2;1;1;0;1;1;1;99,78
16;16;32;8;8;8;8;2;1;1;1;0;0;0;116,95
16;16;32;8;8;8;8;2;1;1;1;0;0;1;87,02
16;16;32;8;8;8;8;2;1;1;1;0;1;0;89,79
16;16;32;8;8;8;8;2;1;1;1;0;1;1;93,24
16;16;32;8;8;8;8;2;1;1;1;1;0;0;118,75
16;16;32;8;8;8;8;2;1;1;1;1;0;1;100,46
16;16;32;8;8;8;8;2;1;1;1;1;1;0;90,01
16;16;32;8;8;8;8;2;1;1;1;1;1;1;111,43
16;16;32;8;8;8;8;2;1;2;0;0;0;0;74,3
16;16;32;8;8;8;8;2;1;2;0;0;0;1;66,08
16;16;32;8;8;8;8;2;1;2;0;0;1;0;76,18
16;16;32;8;8;8;8;2;1;2;0;0;1;1;69,67
16;16;32;8;8;8;8;2;1;2;0;1;0;0;74,37
16;16;32;8;8;8;8;2;1;2;0;1;0;1;65,51
16;16;32;8;8;8;8;2;1;2;0;1;1;0;75,7
16;16;32;8;8;8;8;2;1;2;0;1;1;1;69,72
16;16;32;8;8;8;8;2;1;2;1;0;0;0;79,57
16;16;32;8;8;8;8;2;1;2;1;0;0;1;70,48
16;16;32;8;8;8;8;2;1;2;1;0;1;0;79,4
16;16;32;8;8;8;8;2;1;2;1;0;1;1;81,81
16;16;32;8;8;8;8;2;1;2;1;1;0;0;79,74
16;16;32;8;8;8;8;2;1;2;1;1;0;1;70,4
16;16;32;8;8;8;8;2;1;2;1;1;1;0;78,96
16;16;32;8;8;8;8;2;1;2;1;1;1;1;82,8
16;16;32;8;8;8;8;2;2;1;0;0;0;0;74,57
16;16;32;8;8;8;8;2;2;1;0;0;0;1;73,99
16;16;32;8;8;8;8;2;2;1;0;0;1;0;65,54
16;16;32;8;8;8;8;2;2;1;0;0;1;1;59,52
16;16;32;8;8;8;8;2;2;1;0;1;0;0;75,66
16;16;32;8;8;8;8;2;2;1;0;1;0;1;82,4
16;16;32;8;8;8;8;2;2;1;0;1;1;0;65,24
16;16;32;8;8;8;8;2;2;1;0;1;1;1;85,92
16;16;32;8;8;8;8;2;2;1;1;0;0;0;74,38
16;16;32;8;8;8;8;2;2;1;1;0;0;1;74,31
16;16;32;8;8;8;8;2;2;1;1;0;1;0;65,53
16;16;32;8;8;8;8;2;2;1;1;0;1;1;59,51
16;16;32;8;8;8;8;2;2;1;1;1;0;0;76,21
16;16;32;8;8;8;8;2;2;1;1;1;0;1;86,85
16;16;32;8;8;8;8;2;2;1;1;1;1;0;69,42
16;16;32;8;8;8;8;2;2;1;1;1;1;1;87,81
16;16;32;8;8;8;8;2;2;2;0;0;0;0;71,1
16;16;32;8;8;8;8;2;2;2;0;0;0;1;60,42
16;16;32;8;8;8;8;2;2;2;0;0;1;0;59,9
16;16;32;8;8;8;8;2;2;2;0;0;1;1;56,74
16;16;32;8;8;8;8;2;2;2;0;1;0;0;71,11
16;16;32;8;8;8;8;2;2;2;0;1;0;1;61,13
16;16;32;8;8;8;8;2;2;2;0;1;1;0;58,56
16;16;32;8;8;8;8;2;2;2;0;1;1;1;56,67
16;16;32;8;8;8;8;2;2;2;1;0;0;0;71,34
16;16;32;8;8;8;8;2;2;2;1;0;0;1;61,51
16;16;32;8;8;8;8;2;2;2;1;0;1;0;59,95
16;16;32;8;8;8;8;2;2;2;1;0;1;1;56,76
16;16;32;8;8;8;8;2;2;2;1;1;0;0;71,13
16;16;32;8;8;8;8;2;2;2;1;1;0;1;62,04
16;16;32;8;8;8;8;2;2;2;1;1;1;0;58,53
16;16;32;8;8;8;8;2;2;2;1;1;1;1;56,75
16;16;32;8;8;8;8;8;1;1;0;0;0;0;95,08
16;16;32;8;8;8;8;8;1;1;0;0;0;1;88,69
16;16;32;8;8;8;8;8;1;1;0;0;1;0;90,58
16;16;32;8;8;8;8;8;1;1;0;0;1;1;96,18
16;16;32;8;8;8;8;8;1;1;0;1;0;0;92,95
16;16;32;8;8;8;8;8;1;1;0;1;0;1;91,56
16;16;32;8;8;8;8;8;1;1;0;1;1;0;88,2
16;16;32;8;8;8;8;8;1;1;0;1;1;1;100,62
16;16;32;8;8;8;8;8;1;1;1;0;0;0;95,23
16;16;32;8;8;8;8;8;1;1;1;0;0;1;90,57
16;16;32;8;8;8;8;8;1;1;1;0;1;0;91,31
16;16;32;8;8;8;8;8;1;1;1;0;1;1;95,37
16;16;32;8;8;8;8;8;1;1;1;1;0;0;95,44
16;16;32;8;8;8;8;8;1;1;1;1;0;1;101,28
16;16;32;8;8;8;8;8;1;1;1;1;1;0;92,46
16;16;32;8;8;8;8;8;1;1;1;1;1;1;112,16
16;16;32;8;8;8;8;8;1;2;0;0;0;0;74,74
16;16;32;8;8;8;8;8;1;2;0;0;0;1;66,13
16;16;32;8;8;8;8;8;1;2;0;0;1;0;76,44
16;16;32;8;8;8;8;8;1;2;0;0;1;1;69,65
16;16;32;8;8;8;8;8;1;2;0;1;0;0;74,83
16;16;32;8;8;8;8;8;1;2;0;1;0;1;66,21
16;16;32;8;8;8;8;8;1;2;0;1;1;0;76,54
16;16;32;8;8;8;8;8;1;2;0;1;1;1;69,59
16;16;32;8;8;8;8;8;1;2;1;0;0;0;82,86
16;16;32;8;8;8;8;8;1;2;1;0;0;1;71,5
16;16;32;8;8;8;8;8;1;2;1;0;1;0;79,32
16;16;32;8;8;8;8;8;1;2;1;0;1;1;82,74
16;16;32;8;8;8;8;8;1;2;1;1;0;0;82,97
16;16;32;8;8;8;8;8;1;2;1;1;0;1;71,76
16;16;32;8;8;8;8;8;1;2;1;1;1;0;79,84
16;16;32;8;8;8;8;8;1;2;1;1;1;1;82,63
16;16;32;8;8;8;8;8;2;1;0;0;0;0;71,61
16;16;32;8;8;8;8;8;2;1;0;0;0;1;75,7
16;16;32;8;8;8;8;8;2;1;0;0;1;0;65,65
16;16;32;8;8;8;8;8;2;1;0;0;1;1;59,2
16;16;32;8;8;8;8;8;2;1;0;1;0;0;71,57
16;16;32;8;8;8;8;8;2;1;0;1;0;1;82,82
16;16;32;8;8;8;8;8;2;1;0;1;1;0;67,21
16;16;32;8;8;8;8;8;2;1;0;1;1;1;85,8
16;16;32;8;8;8;8;8;2;1;1;0;0;0;71,09
16;16;32;8;8;8;8;8;2;1;1;0;0;1;74,35
16;16;32;8;8;8;8;8;2;1;1;0;1;0;65,29
16;16;32;8;8;8;8;8;2;1;1;0;1;1;59,33
16;16;32;8;8;8;8;8;2;1;1;1;0;0;71,73
16;16;32;8;8;8;8;8;2;1;1;1;0;1;81,46
16;16;32;8;8;8;8;8;2;1;1;1;1;0;67,3
16;16;32;8;8;8;8;8;2;1;1;1;1;1;85,69
16;16;32;8;8;8;8;8;2;2;0;0;0;0;67,83
16;16;32;8;8;8;8;8;2;2;0;0;0;1;60,67
16;16;32;8;8;8;8;8;2;2;0;0;1;0;55,55
16;16;32;8;8;8;8;8;2;2;0;0;1;1;54,77
16;16;32;8;8;8;8;8;2;2;0;1;0;0;66,77
16;16;32;8;8;8;8;8;2;2;0;1;0;1;60,57
16;16;32;8;8;8;8;8;2;2;0;1;1;0;54,79
16;16;32;8;8;8;8;8;2;2;0;1;1;1;54,49
16;16;32;8;8;8;8;8;2;2;1;0;0;0;67,5
16;16;32;8;8;8;8;8;2;2;1;0;0;1;58,62
16;16;32;8;8;8;8;8;2;2;1;0;1;0;55,45
16;16;32;8;8;8;8;8;2;2;1;0;1;1;54,71
16;16;32;8;8;8;8;8;2;2;1;1;0;0;66,87
16;16;32;8;8;8;8;8;2;2;1;1;0;1;58,62
16;16;32;8;8;8;8;8;2;2;1;1;1;0;54,94
16;16;32;8;8;8;8;8;2;2;1;1;1;1;54,82
16;16;32;8;8;8;16;2;1;1;0;0;0;0;109,94
16;16;32;8;8;8;16;2;1;1;0;0;0;1;70,45
16;16;32;8;8;8;16;2;1;1;0;0;1;0;83,89
16;16;32;8;8;8;16;2;1;1;0;0;1;1;77,44
16;16;32;8;8;8;16;2;1;1;0;1;0;0;113,7
16;16;32;8;8;8;16;2;1;1;0;1;0;1;70,45
16;16;32;8;8;8;16;2;1;1;0;1;1;0;85,33
16;16;32;8;8;8;16;2;1;1;0;1;1;1;77,83
16;16;32;8;8;8;16;2;1;1;1;0;0;0;116,56
16;16;32;8;8;8;16;2;1;1;1;0;0;1;78,29
16;16;32;8;8;8;16;2;1;1;1;0;1;0;89,74
16;16;32;8;8;8;16;2;1;1;1;0;1;1;81,34
16;16;32;8;8;8;16;2;1;1;1;1;0;0;118,99
16;16;32;8;8;8;16;2;1;1;1;1;0;1;77,79
16;16;32;8;8;8;16;2;1;1;1;1;1;0;89,96
16;16;32;8;8;8;16;2;1;1;1;1;1;1;81,29
16;16;32;8;8;8;16;2;2;1;0;0;0;0;74,65
16;16;32;8;8;8;16;2;2;1;0;0;0;1;63,02
16;16;32;8;8;8;16;2;2;1;0;0;1;0;65,56
16;16;32;8;8;8;16;2;2;1;0;0;1;1;52,77
16;16;32;8;8;8;16;2;2;1;0;1;0;0;76,12
16;16;32;8;8;8;16;2;2;1;0;1;0;1;63,53
16;16;32;8;8;8;16;2;2;1;0;1;1;0;64,53
16;16;32;8;8;8;16;2;2;1;0;1;1;1;58,83
16;16;32;8;8;8;16;2;2;1;1;0;0;0;74,23
16;16;32;8;8;8;16;2;2;1;1;0;0;1;62,82
16;16;32;8;8;8;16;2;2;1;1;0;1;0;65,57
16;16;32;8;8;8;16;2;2;1;1;0;1;1;54,6
16;16;32;8;8;8;16;2;2;1;1;1;0;0;76,05
16;16;32;8;8;8;16;2;2;1;1;1;0;1;62,99
16;16;32;8;8;8;16;2;2;1;1;1;1;0;64,63
16;16;32;8;8;8;16;2;2;1;1;1;1;1;59,64
16;16;32;8;8;8;16;8;1;1;0;0;0;0;88,89
16;16;32;8;8;8;16;8;1;1;0;0;0;1;71,55
16;16;32;8;8;8;16;8;1;1;0;0;1;0;84,67
16;16;32;8;8;8;16;8;1;1;0;0;1;1;78,7
