MWG;NWG;KWG;MDIMC;NDIMC;MDIMA;NDIMB;KWI;VWM;VWN;STRM;STRN;SA;SB;Run1 (ms);Run2 (ms);Run3 (ms);Run4 (ms)
128;128;16;8;16;16;32;2;2;1;0;0;0;1;527,42;528,08;527,34;528,81
128;128;16;8;16;16;32;2;2;1;0;0;1;0;519,47;521,81;519,97;520,78
128;128;16;8;16;16;32;2;2;1;0;0;1;1;502,3;503,34;502,96;503,07
128;128;16;8;16;16;32;2;2;1;0;1;0;0;518,68;518,32;519,05;518,79
128;128;16;8;16;16;32;2;2;1;0;1;0;1;523,17;523,89;525,11;525,05
128;128;16;8;16;16;32;2;2;1;0;1;1;0;519,76;522,18;520,66;521,25
128;128;16;8;16;16;32;2;2;1;0;1;1;1;747,32;742,67;742,14;741,25
128;128;16;8;16;16;32;2;2;1;1;0;0;0;505,9;508,01;507,53;507,97
128;128;16;8;16;16;32;2;2;1;1;0;0;1;524,64;525,41;526,58;526,54
128;128;16;8;16;16;32;2;2;1;1;0;1;0;513,61;514,96;514,58;515,3
128;128;16;8;16;16;32;2;2;1;1;0;1;1;545,47;547,57;547,68;547,19
128;128;16;8;16;16;32;2;2;1;1;1;0;0;509,53;509,84;509,75;509,9
128;128;16;8;16;16;32;2;2;1;1;1;0;1;523,9;525,01;524,36;524,7
128;128;16;8;16;16;32;2;2;1;1;1;1;0;519,6;520,92;521,58;520,7
128;128;16;8;16;16;32;2;2;1;1;1;1;1;735,82;743,15;741,32;741,6
128;128;16;8;16;16;32;2;2;2;0;0;0;0;505,6;506,33;506,57;505,95
128;128;16;8;16;16;32;2;2;2;0;0;0;1;534,82;535,43;535,83;534,56
128;128;16;8;16;16;32;2;2;2;0;0;1;0;506,04;506,1;506,64;505,67
128;128;16;8;16;16;32;2;2;2;0;0;1;1;486,49;488,34;486,79;487,91
128;128;16;8;16;16;32;2;2;2;0;1;0;0;514,09;515,84;515,3;516,24
128;128;16;8;16;16;32;2;2;2;0;1;0;1;528,86;531,97;531,87;531,79
128;128;16;8;16;16;32;2;2;2;0;1;1;0;505,67;507,46;506,71;506,36
128;128;16;8;16;16;32;2;2;2;0;1;1;1;698,2;702,88;703,32;703,21
128;128;16;8;16;16;32;2;2;2;1;0;0;0;493,95;494,91;495,15;494,51
128;128;16;8;16;16;32;2;2;2;1;0;0;1;540,05;541,52;541,46;541,11
128;128;16;8;16;16;32;2;2;2;1;0;1;0;509,75;512;512,58;511,79
128;128;16;8;16;16;32;2;2;2;1;0;1;1;501,17;502,86;502,85;502,91
128;128;16;8;16;16;32;2;2;2;1;1;0;0;498,44;499,46;499,72;499,72
128;128;16;8;16;16;32;2;2;2;1;1;0;1;527,06;529,71;530,13;529,25
128;128;16;8;16;16;32;2;2;2;1;1;1;0;506,28;505,95;506,04;505,45
128;128;16;8;16;16;32;2;2;2;1;1;1;1;703,79;705,49;705,65;705,99
128;128;16;8;16;16;32;2;2;4;0;0;0;0;504,08;506,24;506,17;507,14
128;128;16;8;16;16;32;2;2;4;0;0;0;1;523,61;525,57;524,57;527,84
128;128;16;8;16;16;32;2;2;4;0;0;1;0;501,02;502,8;502,48;501,82
128;128;16;8;16;16;32;2;2;4;0;0;1;1;711,19;710,34;709,98;707,07
128;128;16;8;16;16;32;2;2;4;0;1;0;0;501,72;501,34;501,33;501,33
128;128;16;8;16;16;32;2;2;4;0;1;0;1;511,67;511,49;513,4;513,67
128;128;16;8;16;16;32;2;2;4;0;1;1;0;507,32;509,08;508,5;507,8
128;128;16;8;16;16;32;2;2;4;0;1;1;1;693,81;695,17;696,05;693,81
128;128;16;8;16;16;32;2;2;4;1;0;0;0;492,36;493,85;493,81;493,86
128;128;16;8;16;16;32;2;2;4;1;0;0;1;528,31;533,94;531,22;532,83
128;128;16;8;16;16;32;2;2;4;1;0;1;0;519,57;520,45;521,51;523,33
128;128;16;8;16;16;32;2;2;4;1;0;1;1;718;714,9;715,67;715,52
128;128;16;8;16;16;32;2;2;4;1;1;0;0;491,24;491,86;492,44;492,62
128;128;16;8;16;16;32;2;2;4;1;1;0;1;519,96;516,56;519,65;518,39
128;128;16;8;16;16;32;2;2;4;1;1;1;0;518,9;520,19;520,08;520,9
128;128;16;8;16;16;32;2;2;4;1;1;1;1;726,64;723,46;723,41;722,76
128;128;16;8;16;16;32;2;4;1;0;0;0;0;510,91;512,88;512,71;512,92
128;128;16;8;16;16;32;2;4;1;0;0;0;1;548,71;550,18;546,82;546,01
128;128;16;8;16;16;32;2;4;1;0;0;1;0;524,48;524,65;524,17;527,25
128;128;16;8;16;16;32;2;4;1;0;0;1;1;634,26;633,82;633,9;633,81
128;128;16;8;16;16;32;2;4;1;0;1;0;0;516,76;517,62;517,94;518,18
128;128;16;8;16;16;32;2;4;1;0;1;0;1;558,57;557,41;557,05;555,7
128;128;16;8;16;16;32;2;4;1;0;1;1;0;528,72;528,62;530,17;530,59
128;128;16;8;16;16;32;2;4;1;0;1;1;1;627,41;636,14;635,74;635,92
128;128;16;8;16;16;32;2;4;1;1;0;0;0;500,62;502,3;502;502,06
128;128;16;8;16;16;32;2;4;1;1;0;0;1;547,23;549,72;548,26;549,08
128;128;16;8;16;16;32;2;4;1;1;0;1;0;523,17;520,17;521,58;521,77
128;128;16;8;16;16;32;2;4;1;1;0;1;1;647,87;647,41;647,24;647,4
128;128;16;8;16;16;32;2;4;1;1;1;0;0;506,1;508,28;507,63;507,64
128;128;16;8;16;16;32;2;4;1;1;1;0;1;549,89;553,05;553,48;555,35
128;128;16;8;16;16;32;2;4;1;1;1;1;0;534,08;528,54;527,11;526,82
128;128;16;8;16;16;32;2;4;1;1;1;1;1;630,5;640,69;640,98;640,86
128;128;16;8;16;16;32;2;4;2;0;0;0;0;518,59;519,22;519,98;519,64
128;128;16;8;16;16;32;2;4;2;0;0;0;1;561,06;558,77;558,14;558,21
128;128;16;8;16;16;32;2;4;2;0;0;1;0;519,99;521,1;520,54;521,18
128;128;16;8;16;16;32;2;4;2;0;0;1;1;689,08;692,35;692,14;692,29
128;128;16;8;16;16;32;2;4;2;0;1;0;0;524,73;526,61;526,51;526,74
128;128;16;8;16;16;32;2;4;2;0;1;0;1;548,06;548,12;548,84;547,09
128;128;16;8;16;16;32;2;4;2;0;1;1;0;524,48;525,89;526,24;526,79
128;128;16;8;16;16;32;2;4;2;0;1;1;1;681,89;684,86;685,38;685,01
128;128;16;8;16;16;32;2;4;2;1;0;0;0;505,17;506,29;506,39;506,46
128;128;16;8;16;16;32;2;4;2;1;0;0;1;553,76;556,27;552,37;555
128;128;16;8;16;16;32;2;4;2;1;0;1;0;519,46;520,17;520,58;520,67
128;128;16;8;16;16;32;2;4;2;1;0;1;1;693,68;693,99;694;694,3
128;128;16;8;16;16;32;2;4;2;1;1;0;0;511,92;513,01;512,8;512,98
128;128;16;8;16;16;32;2;4;2;1;1;0;1;549,55;548,82;549,24;548,74
128;128;16;8;16;16;32;2;4;2;1;1;1;0;525,01;527,9;526,73;527,85
128;128;16;8;16;16;32;2;4;2;1;1;1;1;672,07;675,53;675,9;675,6
128;128;16;8;16;16;32;2;4;4;0;0;0;0;521,94;523,28;523,28;523,43
128;128;16;8;16;16;32;2;4;4;0;0;0;1;539,76;540,76;540,21;540,69
128;128;16;8;16;16;32;2;4;4;0;0;1;0;514,2;514,74;517,14;513,34
128;128;16;8;16;16;32;2;4;4;0;0;1;1;676,52;669,57;677,26;673,43
128;128;16;8;16;16;32;2;4;4;0;1;0;0;521,97;523,04;522,77;522,97
128;128;16;8;16;16;32;2;4;4;0;1;0;1;545,56;545,83;544,9;545,99
128;128;16;8;16;16;32;2;4;4;0;1;1;0;505,24;505,98;505,76;506,1
128;128;16;8;16;16;32;2;4;4;0;1;1;1;614,72;616,14;616,3;615,8
128;128;16;8;16;16;32;2;4;4;1;0;0;0;508,57;509,2;509,21;509,15
128;128;16;8;16;16;32;2;4;4;1;0;0;1;534,07;536,27;535,79;535,9
128;128;16;8;16;16;32;2;4;4;1;0;1;0;509,75;512,07;512,28;511,74
128;128;16;8;16;16;32;2;4;4;1;0;1;1;670,14;667,9;669;668,07
128;128;16;8;16;16;32;2;4;4;1;1;0;0;509,1;509,73;509,68;509,99
128;128;16;8;16;16;32;2;4;4;1;1;0;1;543,18;540,11;540,24;540,33
128;128;16;8;16;16;32;2;4;4;1;1;1;0;503,61;505,86;505,95;505,31
128;128;16;8;16;16;32;2;4;4;1;1;1;1;615,8;615,3;615,72;616,21
128;128;16;8;16;16;32;2;8;1;0;0;0;0;525,74;527,03;527,13;527,38
128;128;16;8;16;16;32;2;8;1;0;0;0;1;511,84;514,44;513,56;513,81
128;128;16;8;16;16;32;2;8;1;0;0;1;0;503,59;503,62;504,5;503,45
128;128;16;8;16;16;32;2;8;1;0;0;1;1;659,56;662,81;661,61;661,81
128;128;16;8;16;16;32;2;8;1;0;1;0;0;533,17;533,47;533,23;533,32
128;128;16;8;16;16;32;2;8;1;0;1;0;1;509,65;510,28;510,76;511
128;128;16;8;16;16;32;2;8;1;0;1;1;0;505,56;508,09;507,91;508,06
128;128;16;8;16;16;32;2;8;1;0;1;1;1;626,84;630,81;630,14;630,54
128;128;16;8;16;16;32;2;8;1;1;0;0;0;518,05;519,5;519,42;519,51
128;128;16;8;16;16;32;2;8;1;1;0;0;1;508,24;509,81;509;510,19
128;128;16;8;16;16;32;2;8;1;1;0;1;0;502,76;504,51;504,38;503,77
128;128;16;8;16;16;32;2;8;1;1;0;1;1;658,74;661,37;660,44;660,87
128;128;16;8;16;16;32;2;8;1;1;1;0;0;525,96;526,72;526,72;526,72
128;128;16;8;16;16;32;2;8;1;1;1;0;1;508,69;509,99;508,96;510,21
128;128;16;8;16;16;32;2;8;1;1;1;1;0;508,26;511,34;509,36;510
128;128;16;8;16;16;32;2;8;1;1;1;1;1;615,9;622,75;623,32;622,99
128;128;16;8;16;16;32;2;8;2;0;0;0;0;503,02;504,71;504,63;504,27
128;128;16;8;16;16;32;2;8;2;0;0;0;1;519,13;519,13;518,62;519,06
128;128;16;8;16;16;32;2;8;2;0;0;1;0;497,84;497,17;497,15;497,2
128;128;16;8;16;16;32;2;8;2;0;0;1;1;665,95;665,01;665,53;665,16
128;128;16;8;16;16;32;2;8;2;0;1;0;0;506,12;507,41;507,58;507,92
128;128;16;8;16;16;32;2;8;2;0;1;0;1;535,12;537,89;538,03;537,1
128;128;16;8;16;16;32;2;8;2;0;1;1;0;503,71;503,02;503,13;503,16
128;128;16;8;16;16;32;2;8;2;0;1;1;1;614,36;629,97;633,4;632,04
128;128;16;8;16;16;32;2;8;2;1;0;0;0;496,16;497,08;497,05;496,84
128;128;16;8;16;16;32;2;8;2;1;0;0;1;516,07;517,82;518,2;518,34
128;128;16;8;16;16;32;2;8;2;1;0;1;0;498,16;498,11;498,63;499,19
128;128;16;8;16;16;32;2;8;2;1;0;1;1;658,49;657,11;657,05;657,1
128;128;16;8;16;16;32;2;8;2;1;1;0;0;499,64;501,13;500,9;500,41
128;128;16;8;16;16;32;2;8;2;1;1;0;1;532,45;534,85;535,13;534,47
128;128;16;8;16;16;32;2;8;2;1;1;1;0;500,85;501,04;502,08;500,77
128;128;16;8;16;16;32;2;8;2;1;1;1;1;634,31;637,26;637,24;637,16
128;128;16;8;16;16;32;2;8;4;0;0;0;0;507,55;509,01;509,78;509,42
128;128;16;8;16;16;32;2;8;4;0;0;0;1;549,57;549,52;548,62;549,95
128;128;16;8;16;16;32;2;8;4;0;0;1;0;498,97;499,13;499,34;499,09
128;128;16;8;16;16;32;2;8;4;0;0;1;1;682,76;681,83;681,88;681,82
128;128;16;8;16;16;32;2;8;4;0;1;0;0;508,4;510,28;510,02;510,52
128;128;16;8;16;16;32;2;8;4;0;1;0;1;511,43;511,69;512,16;511,37
128;128;16;8;16;16;32;2;8;4;0;1;1;0;504,54;503,9;504,46;503,62
128;128;16;8;16;16;32;2;8;4;0;1;1;1;694,04;693,59;693,25;692,97
128;128;16;8;16;16;32;2;8;4;1;0;0;0;500,06;502,03;501,43;501,54
128;128;16;8;16;16;32;2;8;4;1;0;0;1;545,29;545,93;546,27;545,81
128;128;16;8;16;16;32;2;8;4;1;0;1;0;500,45;500,28;500,63;500,58
128;128;16;8;16;16;32;2;8;4;1;0;1;1;693,28;691,99;691,97;692
128;128;16;8;16;16;32;2;8;4;1;1;0;0;502,04;503,54;503,56;503,48
128;128;16;8;16;16;32;2;8;4;1;1;0;1;503,92;504,9;504,4;505,08
128;128;16;8;16;16;32;2;8;4;1;1;1;0;499,29;500,55;500,61;500,47
128;128;16;8;16;16;32;2;8;4;1;1;1;1;690,04;689,28;689,08;688,92
128;128;16;8;16;16;32;8;1;1;0;0;0;0;490,16;489,92;489,94;490,11
128;128;16;8;16;16;32;8;1;1;0;0;0;1;568,29;568,13;568,06;568,22
128;128;16;8;16;16;32;8;1;1;0;0;1;0;554,22;555,15;554,49;554,53
128;128;16;8;16;16;32;8;1;1;0;0;1;1;960,18;961,37;959,79;960,17
128;128;16;8;16;16;32;8;1;1;0;1;0;0;495,51;494,75;495,83;494,68
128;128;16;8;16;16;32;8;1;1;0;1;0;1;543,83;543,73;543,65;543,69
128;128;16;8;16;16;32;8;1;1;0;1;1;0;555,51;555,78;555,19;555,49
128;128;16;8;16;16;32;8;1;1;0;1;1;1;943,68;950,51;951,09;951,75
128;128;16;8;16;16;32;8;1;1;1;0;0;0;497,77;498,64;499,17;498,99
128;128;16;8;16;16;32;8;1;1;1;0;0;1;560,37;560,84;560,61;560,87
128;128;16;8;16;16;32;8;1;1;1;0;1;0;547,71;549,3;548,09;547,95
128;128;16;8;16;16;32;8;1;1;1;0;1;1;933,97;936,95;937,39;934,99
128;128;16;8;16;16;32;8;1;1;1;1;0;0;503,98;504,81;504,84;504,96
128;128;16;8;16;16;32;8;1;1;1;1;0;1;533,6;534,57;534,94;533,98
128;128;16;8;16;16;32;8;1;1;1;1;1;0;549,16;549,28;548,8;548,12
128;128;16;8;16;16;32;8;1;1;1;1;1;1;929,34;935,59;933,84;937,22
128;128;16;8;16;16;32;8;1;2;0;0;0;0;494,41;495,35;495,74;494,52
128;128;16;8;16;16;32;8;1;2;0;0;0;1;556,12;554,73;556,26;556,56
128;128;16;8;16;16;32;8;1;2;0;0;1;0;546,63;547,22;547,35;547,12
128;128;16;8;16;16;32;8;1;2;0;0;1;1;968,82;972,91;973,97;973,09
128;128;16;8;16;16;32;8;1;2;0;1;0;0;496,87;496,76;496,61;496,55
128;128;16;8;16;16;32;8;1;2;0;1;0;1;547,21;547,52;547,43;547,44
128;128;16;8;16;16;32;8;1;2;0;1;1;0;547,63;548,17;546,07;548,11
128;128;16;8;16;16;32;8;1;2;0;1;1;1;945,17;944,39;944,67;944,7
128;128;16;8;16;16;32;8;1;2;1;0;0;0;503,12;503,84;504,4;504,38
128;128;16;8;16;16;32;8;1;2;1;0;0;1;550,29;549,99;549,32;549,5
128;128;16;8;16;16;32;8;1;2;1;0;1;0;558,72;559,24;559,07;558,8
128;128;16;8;16;16;32;8;1;2;1;0;1;1;942,96;950,21;948,81;944,85
128;128;16;8;16;16;32;8;1;2;1;1;0;0;512,96;512,79;513,42;514,01
128;128;16;8;16;16;32;8;1;2;1;1;0;1;539;539,55;538,92;538,84
128;128;16;8;16;16;32;8;1;2;1;1;1;0;558,67;558,8;558,7;558,35
128;128;16;8;16;16;32;8;1;2;1;1;1;1;953,73;953,14;953,37;953,66
128;128;16;8;16;16;32;8;1;4;0;0;0;0;505,42;504,81;505,19;504,99
128;128;16;8;16;16;32;8;1;4;0;0;0;1;564,98;564,8;565,83;565,47
128;128;16;8;16;16;32;8;1;4;0;0;1;0;537,81;539,05;537,92;538,14
128;128;16;8;16;16;32;8;1;4;0;0;1;1;893,79;890,73;892,23;892,1
128;128;16;8;16;16;32;8;1;4;0;1;0;0;505,43;505,53;505,85;505,51
128;128;16;8;16;16;32;8;1;4;0;1;0;1;564,69;564,96;564,86;565,21
128;128;16;8;16;16;32;8;1;4;0;1;1;0;537,83;539,58;539;539,48
128;128;16;8;16;16;32;8;1;4;0;1;1;1;879,93;878,07;878,42;879,53
128;128;16;8;16;16;32;8;1;4;1;0;0;0;513,07;513,51;513,55;513,47
128;128;16;8;16;16;32;8;1;4;1;0;0;1;554,82;555,03;554,74;555,57
128;128;16;8;16;16;32;8;1;4;1;0;1;0;571,52;572,4;571,42;572,12
128;128;16;8;16;16;32;8;1;4;1;0;1;1;953,01;953,61;951,73;953,01
128;128;16;8;16;16;32;8;1;4;1;1;0;0;515,89;516,11;516,01;516,06
128;128;16;8;16;16;32;8;1;4;1;1;0;1;555,16;555,38;555,91;555,46
128;128;16;8;16;16;32;8;1;4;1;1;1;0;571,33;570,35;570,98;571,31
128;128;16;8;16;16;32;8;1;4;1;1;1;1;952,56;953,44;953,24;951,23
128;128;16;8;16;16;32;8;2;1;0;0;0;0;492,31;492,88;492,97;493,4
128;128;16;8;16;16;32;8;2;1;0;0;0;1;545,04;545,34;544,96;545,23
128;128;16;8;16;16;32;8;2;1;0;0;1;0;533,39;533,81;533,45;533,74
128;128;16;8;16;16;32;8;2;1;0;0;1;1;945,4;944,85;945,54;943,99
128;128;16;8;16;16;32;8;2;1;0;1;0;0;498,34;498,1;498,45;498,29
128;128;16;8;16;16;32;8;2;1;0;1;0;1;537,9;538,43;536;536,23
128;128;16;8;16;16;32;8;2;1;0;1;1;0;535,36;535,9;535,91;535,34
128;128;16;8;16;16;32;8;2;1;0;1;1;1;908,6;908,36;908,03;908,1
128;128;16;8;16;16;32;8;2;1;1;0;0;0;491,86;492,46;492,38;492,1
128;128;16;8;16;16;32;8;2;1;1;0;0;1;544,64;544,72;544,1;544,58
128;128;16;8;16;16;32;8;2;1;1;0;1;0;531,42;530,11;531,91;531,98
128;128;16;8;16;16;32;8;2;1;1;0;1;1;942,24;944,91;945,18;944,18
128;128;16;8;16;16;32;8;2;1;1;1;0;0;498,21;498,06;498,06;497,87
128;128;16;8;16;16;32;8;2;1;1;1;0;1;533,06;534,49;534,74;534,51
128;128;16;8;16;16;32;8;2;1;1;1;1;0;534,78;534,27;533,34;534,31
128;128;16;8;16;16;32;8;2;1;1;1;1;1;883,87;881,24;880,99;880,1
128;128;16;8;16;16;32;8;2;2;0;0;0;0;497,47;497,27;497,48;497,62
128;128;16;8;16;16;32;8;2;2;0;0;0;1;532;533,17;532,68;533,11
128;128;16;8;16;16;32;8;2;2;0;0;1;0;539,2;539,26;539,33;539,37
128;128;16;8;16;16;32;8;2;2;0;0;1;1;920,85;927,67;925,61;924,45
128;128;16;8;16;16;32;8;2;2;0;1;0;0;499,51;499,63;499,18;499,41
128;128;16;8;16;16;32;8;2;2;0;1;0;1;530,04;529,81;528,66;528,93
128;128;16;8;16;16;32;8;2;2;0;1;1;0;540,27;540,01;539,9;539,4
128;128;16;8;16;16;32;8;2;2;0;1;1;1;914,23;913,75;912,59;912,63
128;128;16;8;16;16;32;8;2;2;1;0;0;0;495,73;495,97;496,07;495,79
128;128;16;8;16;16;32;8;2;2;1;0;0;1;531,68;532,21;533,04;533,03
128;128;16;8;16;16;32;8;2;2;1;0;1;0;541,28;540,4;540,89;541,69
128;128;16;8;16;16;32;8;2;2;1;0;1;1;922,61;919,6;924,3;924,96
128;128;16;8;16;16;32;8;2;2;1;1;0;0;498,24;498,26;498,2;497,93
128;128;16;8;16;16;32;8;2;2;1;1;0;1;528,6;528,33;528,28;528,26
128;128;16;8;16;16;32;8;2;2;1;1;1;0;543,14;542,57;541,95;542,78
128;128;16;8;16;16;32;8;2;2;1;1;1;1;910,41;910,93;910,73;910,94
128;128;16;8;16;16;32;8;2;4;0;0;0;0;507,15;507,9;508,28;509,23
128;128;16;8;16;16;32;8;2;4;0;0;0;1;547,57;547,32;547,61;547,57
128;128;16;8;16;16;32;8;2;4;0;0;1;0;525,77;524,34;524;524,02
128;128;16;8;16;16;32;8;2;4;0;0;1;1;863,23;863,32;863,65;863,22
128;128;16;8;16;16;32;8;2;4;0;1;0;0;505,45;506,03;505,82;505,55
128;128;16;8;16;16;32;8;2;4;0;1;0;1;545,56;546,11;546;545,3
128;128;16;8;16;16;32;8;2;4;0;1;1;0;524,93;528,12;523,62;524,9
128;128;16;8;16;16;32;8;2;4;0;1;1;1;862,24;862,5;862,37;862,82
128;128;16;8;16;16;32;8;2;4;1;0;0;0;505,14;506,22;505,46;506,19
128;128;16;8;16;16;32;8;2;4;1;0;0;1;544,02;544,5;543,97;544,48
128;128;16;8;16;16;32;8;2;4;1;0;1;0;547,11;545,51;545,67;545,22
128;128;16;8;16;16;32;8;2;4;1;0;1;1;907,43;910,68;909,63;911,13
128;128;16;8;16;16;32;8;2;4;1;1;0;0;504,01;503,73;503,92;504,29
128;128;16;8;16;16;32;8;2;4;1;1;0;1;541,63;542,03;542,06;542,18
128;128;16;8;16;16;32;8;2;4;1;1;1;0;545,87;545,32;545,46;544,91
128;128;16;8;16;16;32;8;2;4;1;1;1;1;916,43;917,96;918,36;917,26
128;128;16;8;16;16;32;8;4;1;0;0;0;0;497,41;497,46;497,37;497,98
128;128;16;8;16;16;32;8;4;1;0;0;0;1;545,78;545,63;545,76;545,78
128;128;16;8;16;16;32;8;4;1;0;0;1;0;520,12;520,91;520,68;521,03
128;128;16;8;16;16;32;8;4;1;0;0;1;1;945,55;952,14;951,52;951,85
128;128;16;8;16;16;32;8;4;1;0;1;0;0;502,79;503,07;503,1;502,93
128;128;16;8;16;16;32;8;4;1;0;1;0;1;540,75;541,11;540,16;542,21
128;128;16;8;16;16;32;8;4;1;0;1;1;0;520,1;520,69;520,71;519,82
128;128;16;8;16;16;32;8;4;1;0;1;1;1;894,65;900,16;899,84;900,49
128;128;16;8;16;16;32;8;4;1;1;0;0;0;495,41;495,86;494,58;496,16
128;128;16;8;16;16;32;8;4;1;1;0;0;1;543,99;545,11;544,53;545,14
128;128;16;8;16;16;32;8;4;1;1;0;1;0;517,74;517,68;517,76;518,2
128;128;16;8;16;16;32;8;4;1;1;0;1;1;944,59;948,27;948,36;948,71
128;128;16;8;16;16;32;8;4;1;1;1;0;0;499,89;501,26;501,39;501,15
128;128;16;8;16;16;32;8;4;1;1;1;0;1;537,4;536,6;535,93;537,03
128;128;16;8;16;16;32;8;4;1;1;1;1;0;521,21;521,43;521,39;521,54
128;128;16;8;16;16;32;8;4;1;1;1;1;1;891,72;897,26;898,04;897,88
128;128;16;8;16;16;32;8;4;2;0;0;0;0;502,82;503,25;503,05;501,57
128;128;16;8;16;16;32;8;4;2;0;0;0;1;528,42;529,18;528,68;528,48
128;128;16;8;16;16;32;8;4;2;0;0;1;0;528,19;528,24;528,34;528,04
128;128;16;8;16;16;32;8;4;2;0;0;1;1;921,26;924,52;924,28;924,13
128;128;16;8;16;16;32;8;4;2;0;1;0;0;500,75;500,46;500,1;501,05
128;128;16;8;16;16;32;8;4;2;0;1;0;1;534,05;534,32;534,14;534,34
128;128;16;8;16;16;32;8;4;2;0;1;1;0;530,11;531,15;530,45;530,93
128;128;16;8;16;16;32;8;4;2;0;1;1;1;919,35;919,57;917,64;916,88
128;128;16;8;16;16;32;8;4;2;1;0;0;0;498,2;499,06;499,14;499,33
128;128;16;8;16;16;32;8;4;2;1;0;0;1;525,46;527,32;527,05;526,57
128;128;16;8;16;16;32;8;4;2;1;0;1;0;527,19;527,39;527,01;527,58
128;128;16;8;16;16;32;8;4;2;1;0;1;1;909,97;917,36;915,62;912,74
128;128;16;8;16;16;32;8;4;2;1;1;0;0;500,55;500,98;500,89;501,09
128;128;16;8;16;16;32;8;4;2;1;1;0;1;529,98;530,25;529,96;530,38
128;128;16;8;16;16;32;8;4;2;1;1;1;0;526,11;526,67;526,9;526,52
128;128;16;8;16;16;32;8;4;2;1;1;1;1;917,8;915,18;916,06;914,76
128;128;16;8;16;16;32;8;4;4;0;0;0;0;471,9;471,64;471,74;472,49
128;128;16;8;16;16;32;8;4;4;0;0;0;1;491,47;492,51;492,14;491,94
128;128;16;8;16;16;32;8;4;4;0;0;1;0;486,19;487,49;487,65;487,75
128;128;16;8;16;16;32;8;4;4;0;0;1;1;860,84;860,23;860,33;859,98
128;128;16;8;16;16;32;8;4;4;0;1;0;0;473,1;473,24;473,46;473,78
128;128;16;8;16;16;32;8;4;4;0;1;0;1;492,03;491,19;491,59;492,13
128;128;16;8;16;16;32;8;4;4;0;1;1;0;488,85;489,29;489,62;488,58
128;128;16;8;16;16;32;8;4;4;0;1;1;1;853,58;852,72;853,05;852,77
128;128;16;8;16;16;32;8;4;4;1;0;0;0;463,25;463,08;462,89;463,01
128;128;16;8;16;16;32;8;4;4;1;0;0;1;490,49;491,45;490,74;491,32
128;128;16;8;16;16;32;8;4;4;1;0;1;0;484,47;486,09;484,09;485,6
128;128;16;8;16;16;32;8;4;4;1;0;1;1;845,97;855,82;856,57;857,36
128;128;16;8;16;16;32;8;4;4;1;1;0;0;465,07;465,3;465,14;465,46
128;128;16;8;16;16;32;8;4;4;1;1;0;1;492,83;491,18;492,61;491,24
128;128;16;8;16;16;32;8;4;4;1;1;1;0;487,84;487,83;487,82;486,99
128;128;16;8;16;16;32;8;4;4;1;1;1;1;847,33;848,45;850,57;850,57
128;128;16;8;16;16;32;8;8;1;0;0;0;0;498,46;499,2;498,51;498,88
128;128;16;8;16;16;32;8;8;1;0;0;0;1;525,54;525,27;524,79;525,08
128;128;16;8;16;16;32;8;8;1;0;0;1;0;520,2;521,33;521,46;521,75
128;128;16;8;16;16;32;8;8;1;0;0;1;1;943,45;942,49;942,39;942,45
128;128;16;8;16;16;32;8;8;1;0;1;0;0;504,06;503,59;504,29;504,35
128;128;16;8;16;16;32;8;8;1;0;1;0;1;522,25;522,74;522,83;521,44
128;128;16;8;16;16;32;8;8;1;0;1;1;0;521,97;522,36;522,23;522,28
128;128;16;8;16;16;32;8;8;1;0;1;1;1;881,05;884,05;883,55;883,56
128;128;16;8;16;16;32;8;8;1;1;0;0;0;492,56;492,23;492,7;492,93
128;128;16;8;16;16;32;8;8;1;1;0;0;1;522,21;523,04;522,1;522,81
128;128;16;8;16;16;32;8;8;1;1;0;1;0;517,6;518,07;518,87;519,01
128;128;16;8;16;16;32;8;8;1;1;0;1;1;945,39;945,38;946,13;945,46
128;128;16;8;16;16;32;8;8;1;1;1;0;0;498,55;498,04;498,07;498,68
128;128;16;8;16;16;32;8;8;1;1;1;0;1;521,26;521,58;521,86;521,87
128;128;16;8;16;16;32;8;8;1;1;1;1;0;522,06;522,86;522,25;522,75
128;128;16;8;16;16;32;8;8;1;1;1;1;1;876,61;878,53;878,6;878,22
128;128;16;8;16;16;32;8;8;2;0;0;0;0;501,72;501,47;501,95;501,62
128;128;16;8;16;16;32;8;8;2;0;0;0;1;535,7;535,68;535,8;534,49
128;128;16;8;16;16;32;8;8;2;0;0;1;0;534,68;534,28;534,62;534,61
128;128;16;8;16;16;32;8;8;2;0;0;1;1;932,77;933,93;933,32;933,82
128;128;16;8;16;16;32;8;8;2;0;1;0;0;503,33;503,38;503,92;503,13
128;128;16;8;16;16;32;8;8;2;0;1;0;1;531,56;532,2;531,68;531,37
128;128;16;8;16;16;32;8;8;2;0;1;1;0;536,71;537,07;537,16;536,61
128;128;16;8;16;16;32;8;8;2;0;1;1;1;910,52;909,53;909,14;908,88
128;128;16;8;16;16;32;8;8;2;1;0;0;0;496,04;495,99;496,51;496,65
128;128;16;8;16;16;32;8;8;2;1;0;0;1;531,35;530,91;531,55;531,83
128;128;16;8;16;16;32;8;8;2;1;0;1;0;535,43;535,82;535,27;535,63
128;128;16;8;16;16;32;8;8;2;1;0;1;1;930,53;930,2;928,93;930,06
128;128;16;8;16;16;32;8;8;2;1;1;0;0;497,49;497,77;497,91;497,97
