0.0;0.0.1;5.0;6.0;7.0;y
886.0;16.508;17.339000000000002;0.092;-0.698;-1.143
846.0;16.708;;-0.24100000000000002;0.4370000000000001;-0.541
806.0;18.052;16.262999999999998;-0.27;-0.23800000000000002;-0.342
432.0;17.990000000000006;15.559;0.10300000000000001;-0.27;-0.647
188.0;43269,00;18.038;0.003;1.6669999999999998;-0.515
753.0;17.542;;-0.163;0.298;0.444
852.0;17.121000000000002;16.213;0.17600000000000002;-0.281;-0.40399999999999997
12.0;16.762999999999998;17.915;-0.395;0.7509999999999999;-0.774
189.0;18.506;17.777;-0.07200000000000001;1.189;-0.409
154.0;18.607;18.327;0.363;0.795;-1.521
278.0;18.423;;0.187;-0.052000000000000005;-0.627
827.0;17.238;16.041;-0.647;-0.324;-0.128
199.0;18.386;17.250999999999998;0.281;0.898;0.188
462.0;14.942;15.517;-0.562;0.12300000000000001;-0.063
951.0;17.082;16.55;0.317;-0.322;-0.7759999999999999
970.0;16.68;16.392;-0.478;-0.461;-0.522
1.0;16.673000000000002;17.933;-0.363;0.51;-0.621
795.0;17.973;16.086;-0.17600000000000002;-0.179;-0.28300000000000003
723.0;15.953;16.048;0.049;0.882;0.359
624.0;15.87;17.297;-0.45399999999999996;0.62;-0.527
982.0;17.205;16.078;-0.114;0.005;-0.309
366.0;17.25;43147,00;-0.003;-0.782;-0.29100000000000004
473.0;14.876;15.67;-0.746;0.221;0.06
71.0;17.679000000000006;16.000999999999998;-0.094;-0.28300000000000003;0.852
143.0;18.702;18.252;0.285;0.915;-1.569
909.0;16.162;16.855999999999998;0.154;0.133;-0.92
985.0;16.761;17.421;0.5760000000000001;0.068;-0.914
659.0;16.244;17.121;0.022000000000000002;0.127;-0.782
584.0;17.927;17.75;0.154;1.078;0.294
929.0;17.128999999999998;16.483;0.258;-0.342;-0.614
176.0;18.616;18.29;0.46299999999999997;1.0959999999999999;-1.436
838.0;17.164;15.964;-0.369;-0.39299999999999996;-0.18100000000000002
542.0;18.293;16.279;-0.276;0.47700000000000004;0.05
421.0;18.015;15.511;0.20800000000000002;-0.21600000000000005;-0.562
818.0;17.695;16.775;0.19699999999999998;-0.282;-0.8420000000000001
807.0;17.753;16.774;0.185;-0.242;-0.79
521.0;16.403;16.815;0.87;-0.49;-0.47100000000000003
23.0;16.835;17.921;-0.215;0.723;-0.4920000000000001
680.0;15.398;16.315;0.423;0.57;0.387
338.0;16.259;17.378;0.184;1.4580000000000002;-0.134
476.0;16.346;16.158;0.154;0.5529999999999999;-0.58
340.0;16.988;16.926;0.174;0.836;-0.239
898.0;16.148;17.133;-0.152;0.237;-0.915
920.0;16.208;16.624000000000002;0.324;-0.053;-0.9420000000000001
975.0;;17.759;0.679;0.565;-0.521
369.0;;16.587;0.8490000000000001;0.475;-0.174
240.0;;17.316;;;0.4920000000000001
380.0;16.753999999999998;16.808;0.8240000000000001;0.062;-0.11800000000000001
709.0;17.495;17.363;0.302;-0.121;0.214
78.0;18.343;17.320999999999998;0.638;0.8;0.298
585.0;18.778;17.108;-0.14800000000000002;0.773;0.387
724.0;15.107;16.496;0.27;0.47;0.742
801.0;15.529000000000002;16.406;-0.201;0.919;-0.716
76.0;16.912;16.91;0.045;-0.075;0.10099999999999999
691.0;15.383;16.636;0.294;0.527;0.48
971.0;17.29;16.107;-0.062;0.04;-0.322
720.0;17.297;17.229;0.40299999999999997;-0.032;0.247
134.0;;17.704;-0.171;1.0759999999999998;-0.691
668.0;;16.19;;1.3419999999999999;0.17600000000000002
833.0;;16.194000000000006;0.593;0.21100000000000002;0.531
841.0;17.292;16.429000000000002;0.091;-0.037000000000000005;-0.434
256.0;17.924;16.518;-0.406;0.313;0.027000000000000003
553.0;18.284;16.29;-0.40399999999999997;0.6779999999999999;0.172
262.0;15.479;17.339000000000002;-0.259;0.81;0.431
126.0;17.511;16.133;-0.18600000000000005;0.207;0.7879999999999999
829.0;17.636;17.004;0.20800000000000002;-0.376;-1.046
34.0;16.938;17.99;-0.21;0.7959999999999999;-0.358
229.0;15.934000000000001;17.331;-0.129;0.848;0.509
123.0;18.328;16.84;0.18;0.682;-0.124
776.0;16.662;16.544;0.491;0.14800000000000002;0.365
811.0;16.090999999999998;16.199;0.424;0.336;-0.012
377.0;17.15;16.046;-0.028999999999999998;-0.7609999999999999;-0.251
132.0;;18.169;0.32;1.034;-1.385
333.0;;16.002;0.187;-0.696;-0.31
626.0;16.275;17.047;0.12;0.425;-0.6779999999999999
243.0;18.505;17.285999999999998;0.348;0.8540000000000001;0.313
654.0;17.063;16.57;0.045;0.452;-0.705
232.0;18.55;17.287;0.369;0.855;0.303
637.0;16.269000000000002;17.149;0.046;0.32299999999999995;-0.627
371.0;16.223;16.96;-0.04;1.331;0.247
254.0;18.463;17.265;0.33;0.87;0.293
187.0;18.785;18.266;0.503;1.337;-1.36
615.0;43175,00;16.89;0.17600000000000002;0.594;-0.677
358.0;16.764;16.358;0.889;0.516;-0.297
390.0;17.094;16.771;-0.134;0.977;-0.54
45.0;16.954;17.977999999999994;-0.18600000000000005;0.8109999999999999;-0.39399999999999996
56.0;16.829;18.014;-0.212;0.7070000000000001;-0.551
221.0;18.612;17.282;0.35600000000000004;0.816;0.292
388.0;16.995;16.054000000000002;-0.054000000000000006;-0.6859999999999999;-0.29
210.0;18.575;17.253;0.306;0.893;0.272
840.0;17.589000000000002;17.069000000000006;0.21600000000000005;-0.29100000000000004;-1.1159999999999999
351.0;17.0;16.861;0.174;0.938;-0.21600000000000005
767.0;15.961;16.976;0.65;0.659;-0.21600000000000005
986.0;;17.765;0.62;0.754;-0.835
509.0;16.378;16.527;0.271;0.373;-0.716
251.0;15.606;17.352;-0.243;0.758;0.447
830.0;17.423000000000002;16.383;0.19;0.09699999999999999;-0.489
391.0;16.538;16.767;0.569;-0.07200000000000001;-0.08
731.0;17.654;16.268;-0.46299999999999997;0.387;0.253
831.0;17.081;17.045;0.609;0.18;-1.172
178.0;18.72;17.609;-0.031;1.224;-0.374
974.0;16.823999999999998;17.317999999999998;0.48;0.47200000000000003;-0.8140000000000001
754.0;16.758;16.226;0.536;0.142;0.623
167.0;18.78;17.463;-0.063;1.135;-0.42200000000000004
766.0;15.948;16.917;0.517;0.716;-0.21
115.0;17.649;16.125;-0.19699999999999998;0.033;0.848
604.0;16.27;16.791;0.196;0.65;-0.7440000000000001
743.0;16.883;15.947;0.45299999999999996;0.305;0.541
742.0;17.622;16.229;-0.293;0.297;0.3720000000000001
465.0;16.506;16.131;0.23600000000000002;0.545;-0.593
443.0;17.959;15.709;-0.002;-0.23399999999999999;-0.7509999999999999
834.0;15.701;16.261;-0.308;1.175;-0.22699999999999998
644.0;16.81;16.828;0.272;0.502;-0.857
812.0;15.614;16.566;-0.28800000000000003;0.9359999999999999;-0.5770000000000001
622.0;16.826999999999998;16.974;0.179;0.556;-0.794
362.0;16.954;16.849;0.085;0.865;-0.17800000000000002
733.0;16.177;17.125;0.73;0.5379999999999999;-0.006
960.0;17.357;16.159000000000002;-0.032;-0.145;-0.16399999999999998
517.0;14.895;15.568;-0.9690000000000001;-0.17300000000000001;0.551
109.0;17.055;17.36;0.013999999999999999;-0.102;0.021
355.0;17.387999999999998;16.172;-0.06;-0.6559999999999999;-0.33399999999999996
655.0;16.761;17.219;0.078;0.38299999999999995;-0.7759999999999999
765.0;16.689;16.324;0.515;0.149;0.5329999999999999
571.0;16.892;16.816;-0.226;0.818;0.387
156.0;18.668;17.522000000000002;-0.159;1.101;-0.541
454.0;17.919;15.754;-0.040999999999999995;-0.162;-0.8140000000000001
927.0;17.416;16.285;-0.213;-0.245;-0.138
360.0;16.225;17.189;-0.157;1.673;-0.024
98.0;17.078;17.184;0.38299999999999995;-0.175;-0.34600000000000003
177.0;18.877;17.983;0.027000000000000003;1.614;-0.568
499.0;16.172;16.116;1.172;-0.175;-0.275
414.0;15.659;16.51;0.618;0.8009999999999999;-0.39899999999999997
349.0;16.099;17.146;-0.109;1.597;0.146
500.0;16.18;16.665;0.298;-0.175;-0.473
67.0;18.628;17.141;0.654;0.823;0.5579999999999999
218.0;16.227999999999998;17.31;-0.043;0.898;0.536
940.0;17.098;16.622;0.33799999999999997;-0.368;-0.6890000000000001
490.0;16.025;16.434;0.35600000000000004;0.9390000000000001;-1.3090000000000002
702.0;15.283;16.730999999999998;0.174;0.493;0.635
845.0;15.487;16.340999999999998;-0.257;1.3019999999999998;-0.517
120.0;16.918;17.176;-0.086;-0.07200000000000001;0.086
930.0;16.941;17.025;0.502;0.506;-0.733
675.0;17.242;16.788;0.12;0.792;0.023
633.0;16.848;16.723;0.308;0.652;-0.872
851.0;17.54;17.125;0.187;-0.21100000000000002;-1.068
145.0;18.499;17.616;-0.161;1.127;-0.613
57.0;17.698;17.491;-0.617;0.8190000000000001;-0.887
395.0;43148,00;16.572;0.267;0.6920000000000001;0.084
344.0;17.485;16.098;0.047;-0.68;-0.28300000000000003
373.0;16.994;16.721;0.212;0.75;-0.037000000000000005
613.0;15.87;17.324;-0.39899999999999997;0.675;-0.33899999999999997
941.0;16.973;17.044;0.679;0.483;-0.7759999999999999
384.0;17.027;16.59;0.248;0.728;0.073
248.0;17.067;16.069000000000006;-1.163;0.021;0.866
35.0;17.919;17.46;-0.5760000000000001;0.735;-0.866
290.0;17.073;16.585;0.813;-0.133;-0.475
46.0;17.745;17.453;-0.614;0.7609999999999999;-0.885
592.0;15.244000000000002;16.454;-0.41;-0.36200000000000004;-0.862
75.0;15.48;17.246;0.198;0.242;0.161
777.0;15.952;16.871;0.445;0.716;-0.131
713.0;15.195;16.745;0.09;0.445;0.7559999999999999
445.0;;16.455;0.14800000000000002;-0.40700000000000003;-1.0590000000000002
523.0;;16.232;0.855;0.633;-1.452
559.0;;16.747;-0.513;-0.44799999999999995;-0.41200000000000003
756.0;15.906;16.964000000000002;0.6659999999999999;0.647;-0.41200000000000003
799.0;16.56;17.503;0.922;0.467;-0.183
203.0;17.535999999999998;16.074;0.051;0.596;0.26
788.0;15.961;16.587;0.535;0.465;0.19399999999999998
823.0;15.717;16.500999999999998;-0.317;0.995;-0.34
734.0;15.981;17.348;0.35100000000000003;0.82;-0.868
856.0;15.432;16.479;-0.168;;-0.565
570.0;15.283;16.688;-0.434;-0.424;-0.636
;17.366;16.287;-0.17300000000000001;-0.203;-0.001
479.0;16.113;16.33;0.569;0.98;-1.609
347.0;16.646;16.293;0.9009999999999999;0.32;-0.302
506.0;;15.534;-0.8420000000000001;0.011000000000000001;0.461
24.0;17.895;17.554000000000002;-0.649;0.71;-0.855
207.0;16.399;17.275;-0.013999999999999999;0.8440000000000001;0.5579999999999999
708.0;17.46;16.980999999999998;0.303;0.539;0.127
581.0;15.317;16.395;-0.401;-0.289;-0.8390000000000001
732.0;16.992;15.803;0.449;0.305;0.413
573.0;18.47;17.593;0.12300000000000001;1.117;0.33799999999999997
752.0;17.361;16.094;-0.233;0.27899999999999997;0.426
809.0;17.224;17.273;0.221;0.295;-0.986
664.0;17.258;16.868;0.07;0.7709999999999999;0.053
854.0;16.604;16.78;1.209;0.228;-0.6729999999999999
741.0;17.404;16.146;-0.214;0.11599999999999999;0.395
119.0;43449,00;16.897000000000002;0.25;0.085;0.09300000000000001
618.0;18.071;16.215;-0.061;0.733;-0.33299999999999996
237.0;16.938;;-1.3330000000000002;0.106;0.958
125.0;17.212;16.357;0.281;;0.109
882.0;17.035999999999998;16.152;-0.012;-0.9490000000000001;-0.054000000000000006
133.0;18.923;17.962;0.08900000000000001;1.406;-0.669
820.0;17.102;17.322;0.24;0.231;-1.068
640.0;18.074;16.269000000000002;-0.044000000000000004;0.716;-0.245
548.0;15.152000000000001;16.592;-0.446;-0.366;-0.447
87.0;16.97;16.965;0.353;-0.13699999999999998;-0.221
484.0;14.869000000000002;15.646;-0.677;0.15;0.17800000000000002
130.0;15.056;17.047;0.337;0.29600000000000004;-0.45299999999999996
778.0;15.858;16.793;0.563;0.52;-0.11800000000000001
963.0;16.905;43360,00;0.5670000000000001;0.743;-0.677
686.0;17.21;16.811;0.098;0.723;0.134
562.0;18.642;17.464000000000002;0.14400000000000002;1.149;0.48100000000000004
323.0;17.058;16.401;0.8640000000000001;0.191;-0.764
379.0;17.344;16.668;-0.16;0.857;-0.41600000000000004
669.0;15.389;16.469;0.162;0.705;0.37
800.0;16.039;16.787;0.326;0.182;-0.48700000000000004
860.0;16.903;15.857;-0.013999999999999999;-0.565;-0.065
185.0;15.614;16.23;0.57;-0.11699999999999999;1.074
629.0;18.105;16.246;-0.033;0.693;-0.27
938.0;17.373;16.43;-0.311;-0.203;0.038
844.0;16.028;16.977;0.532;0.498;-0.191
560.0;17.029;16.941;-0.327;0.78;0.552
697.0;43176,00;16.917;0.16699999999999998;0.652;0.1
789.0;15.828;17.006;0.531;0.441;-0.102
214.0;17.569000000000006;16.178;0.04;0.612;0.446
144.0;;17.969;0.040999999999999995;1.4140000000000001;-0.687
335.0;;16.484;0.14300000000000002;0.159;-0.218
952.0;;16.92;0.674;0.6859999999999999;-0.611
174.0;15.627;16.292;0.518;-0.114;1.127
537.0;15.018;16.588;-0.484;-0.31;-0.24600000000000002
336.0;16.611;16.112000000000002;0.775;0.44299999999999995;-0.11
279.0;17.139;16.317;0.8170000000000001;0.10400000000000001;-0.48100000000000004
401.0;17.665;16.351;0.12;0.447;-1.126
93.0;17.445999999999998;43147,00;0.145;-0.327;0.66
567.0;17.516;16.381;-1.1059999999999999;0.036000000000000004;0.24
643.0;17.309;16.430999999999994;-0.017;0.655;-0.498
19.0;16.217;17.504;-0.134;0.528;0.392
263.0;17.195999999999998;16.854;-0.085;0.6779999999999999;0.259
730.0;17.435;16.267;-0.32799999999999996;0.184;0.348
196.0;15.624;16.159000000000002;0.7190000000000001;0.008;1.058
549.0;17.018;17.115;-0.305;0.8590000000000001;0.637
810.0;16.644000000000002;17.43;0.9009999999999999;0.395;-0.139
893.0;17.035;16.125;-0.025;-0.887;-0.13
468.0;16.250999999999998;16.209;0.741;0.9;-1.6130000000000002
467.0;16.867;16.532;0.389;-0.17800000000000002;-0.584
258.0;17.657;16.279;-0.24;0.8270000000000001;0.589
666.0;;16.923;0.293;1.0090000000000001;0.14
658.0;15.116;16.792;-0.005;-0.13699999999999998;0.532
346.0;;16.588;0.084;0.182;-0.094
8.0;16.14;17.679000000000006;-0.512;0.9279999999999999;-0.16699999999999998
763.0;17.277;16.156;-0.342;0.479;0.381
915.0;16.996000000000002;16.287;-0.297;-0.695;-0.145
155.0;19.059;17.897000000000006;0.027999999999999997;1.504;-0.632
166.0;19.039;17.895;0.047;1.5390000000000001;-0.63
651.0;17.971;16.422;0.016;0.7509999999999999;-0.3
821.0;16.624000000000002;17.198;0.838;0.244;-0.298
403.0;15.79;16.539;0.579;0.8320000000000001;-0.035
607.0;17.992;16.313;-0.085;0.856;-0.516
268.0;17.242;16.090999999999998;0.8809999999999999;0.172;-0.45399999999999996
129.0;15.864;17.031;0.491;0.157;0.305
538.0;17.105;17.118;-0.264;0.922;0.757
104.0;17.615000000000006;16.16;-0.061;-0.18899999999999997;0.7440000000000001
520.0;16.378;16.754;0.442;0.166;-0.45799999999999996
83.0;16.854;15.94;-0.267;0.47600000000000003;0.982
208.0;17.561;16.595;-0.353;0.7020000000000001;0.413
596.0;17.955;16.352;-0.087;0.7929999999999999;-0.5670000000000001
63.0;16.454;17.734;-0.397;1.3330000000000002;-0.27699999999999997
13.0;17.865000000000006;43268,00;-0.628;0.713;-0.903
2.0;17.88;17.559;-0.579;0.6759999999999999;-0.809
798.0;17.298000000000002;17.009;0.40299999999999997;0.426;-1.013
357.0;17.503;16.612000000000002;0.09300000000000001;0.272;-0.06
247.0;17.709;43328,00;-0.18100000000000002;0.787;0.7090000000000001
412.0;17.647000000000006;16.359;0.26;0.273;-1.206
259.0;17.166;;-0.841;0.239;0.92
647.0;15.173;16.741;0.08900000000000001;-0.214;0.518
871.0;17.028;16.123;-0.087;-0.8009999999999999;0.04
533.0;17.491;16.418;-0.496;0.713;0.638
603.0;15.307;17.055;-0.10400000000000001;-0.021;0.637
602.0;15.899000000000001;17.304000000000002;-0.145;0.44299999999999995;0.049
495.0;14.875;15.487;-0.557;0.055;0.295
489.0;16.235;16.41;0.38;0.146;-0.536
368.0;17.489;16.631;-0.006;0.52;-0.138
576.0;16.962;15.898;-0.358;0.706;0.6
906.0;17.072;17.430999999999994;0.002;-0.172;-0.9390000000000001
41.0;16.381999999999998;17.633;-0.387;1.0859999999999999;0.235
785.0;17.294;16.266;-0.413;0.602;0.36
556.0;17.368000000000002;16.33;-1.128;0.177;0.33899999999999997
466.0;17.187;16.491;1.202;-0.5579999999999999;-0.669
325.0;16.339000000000002;16.092;0.6859999999999999;0.381;-0.58
252.0;17.296;16.817999999999998;-0.114;0.6729999999999999;0.261
127.0;16.935;15.955;0.068;0.27399999999999997;0.9990000000000001
59.0;16.859;17.224;-0.354;0.016;-0.218
163.0;15.667;16.305999999999994;0.594;-0.022000000000000002;1.103
578.0;17.29;16.378;-1.123;0.162;0.405
591.0;16.053;17.037;-0.618;0.741;0.345
30.0;16.288;17.698;-0.34700000000000003;0.92;0.159
52.0;16.457;17.579;-0.379;1.158;0.18100000000000002
236.0;17.686;43236,00;-0.068;0.8190000000000001;0.618
598.0;17.235;16.852;0.252;-0.193;-0.20199999999999999
774.0;17.267;16.284000000000002;-0.469;0.693;0.205
135.0;18.263;17.041;-0.025;0.925;-0.452
544.0;17.408;16.487000000000002;-0.20600000000000002;0.733;0.5920000000000001
478.0;16.583;16.410999999999998;0.494;0.13;-0.7040000000000001
895.0;17.035999999999998;17.369;0.127;-0.368;-0.677
108.0;15.241;17.114;0.205;-0.066;0.369
745.0;15.865;17.131;0.496;0.7879999999999999;-0.883
587.0;17.032;16.112000000000002;-0.507;0.762;0.625
114.0;17.252;16.771;-0.032;0.223;0.043
488.0;16.566;16.363;1.403;-0.507;-0.375
86.0;15.35;17.434;0.126;0.036000000000000004;0.382
190.0;18.488;16.941;-0.122;0.807;-0.20600000000000002
219.0;17.566;16.666;-0.233;0.705;0.408
611.0;16.769000000000002;16.87;0.311;0.677;-0.565
58.0;17.631999999999994;16.941;-0.5720000000000001;0.345;-0.27899999999999997
225.0;17.625;16.225;-0.092;0.8740000000000001;0.3670000000000001
917.0;17.098;17.257;0.263;-0.075;-1.103
85.0;15.733;16.532;0.099;0.326;0.34
545.0;17.267;16.292;-1.069;0.266;0.369
10.0;16.968;17.386;-0.575;0.679;-0.018000000000000002
164.0;17.296;17.044;-0.39899999999999997;0.951;0.345
632.0;17.439;16.386;-0.083;0.74;-0.612
151.0;16.67;16.016;0.049;0.512;0.396
179.0;18.525;16.883;-0.138;0.8220000000000001;-0.165
241.0;17.392;16.78;-0.14300000000000002;0.607;0.344
904.0;17.041;16.344;-0.373;-0.7290000000000001;0.048
226.0;16.820999999999998;15.992;-1.234;0.34700000000000003;43132,00
534.0;17.236;16.261;-1.11;0.22699999999999998;0.42
565.0;43329,00;15.965;-0.307;0.8740000000000001;0.622
47.0;17.701;17.047;-0.607;0.313;-0.253
146.0;18.326;17.035999999999998;-0.157;0.946;-0.361
843.0;16.61;16.788;0.9590000000000001;0.555;-0.48200000000000004
36.0;17.711;17.044;-0.5489999999999999;0.196;-0.07
312.0;17.014;16.449;0.9159999999999999;0.08199999999999999;-0.905
301.0;17.061;16.697;0.823;-0.035;-0.7440000000000001
202.0;17.45;16.093;-0.19;0.961;0.032
614.0;15.282;17.413;-0.6629999999999999;0.583;0.237
153.0;17.133;17.143;-0.4270000000000001;1.159;0.17
168.0;18.499;16.901;-0.16899999999999998;0.862;-0.151
116.0;16.895;16.021;-0.22899999999999998;0.256;1.073
832.0;16.613;16.891;0.875;0.46;-0.457
423.0;17.585;16.283;0.302;0.247;-1.207
719.0;17.456;16.97;0.524;0.32;0.28300000000000003
367.0;17.154;16.24;0.746;0.14;-0.114
314.0;16.317999999999998;16.028;0.4920000000000001;0.654;-0.722
21.0;17.054000000000002;43176,00;-0.562;0.902;-0.07
434.0;17.479;16.274;0.348;-0.027999999999999997;-1.177
48.0;17.089000000000002;17.111;-0.20800000000000002;-0.047;-0.028999999999999998
636.0;15.218;17.012;-0.033;-0.10300000000000001;0.483
230.0;17.517;16.73;-0.111;0.613;0.373
621.0;17.479;16.253;-0.094;0.833;-0.7040000000000001
620.0;17.177;17.102999999999998;0.091;-0.177;-0.14300000000000002
631.0;17.203;17.24;-0.08199999999999999;-0.006;-0.214
610.0;17.462;16.201;-0.057999999999999996;0.835;-0.7120000000000001
